-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,214,-1
-1,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,222,-1
-1,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,230,-1
-1,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1
-1,88,89,89,81,81,81,89,89,89,89,89,89,89,89,89,89,89,89,89,90,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
